"news_id";"prompt_type";"model_response";"parsed_events"
"6.0";"few_shot";"субъект: Владимир Зеленский; объект: президентские выборы на Украине; действие: отменил; время: не указано.  
субъект: Владимир Зеленский; объект: президентские выборы; действие: заявил, что готов к их проведению; время: вторник.  
субъект: Дональд Трамп; объект: Украина; действие: заявил, что пора провести президентские выборы; время: ранее.  
субъект: Владимир Зеленский; объект: выборы; действие: заявил, что готов всегда; время: не указано.  
субъект: не указано; объект: выборы президента Украины в 2024 году; действие: отменили; время: не указано.  
субъект: Владимир Зеленский; объект: выборы; действие: заявлял, что несвоевременны; время: не указано.  
субъект: Дональд Трамп; объект: Владимир Зеленский; действие: назвал ""диктатором без выборов""; время: февраль.  
субъект: Дональд Трамп; объект: рейтинг Зеленского; действие: заявил, что опустился до 4%; время: февраль.";"[{'subject': 'Владимир Зеленский', 'object': 'президентские выборы на Украине', 'action': 'отменил', 'time': 'не указано.'}, {'subject': 'Владимир Зеленский', 'object': 'президентские выборы', 'action': 'заявил, что готов к их проведению', 'time': 'вторник.'}, {'subject': 'Дональд Трамп', 'object': 'Украина', 'action': 'заявил, что пора провести президентские выборы', 'time': 'ранее.'}, {'subject': 'Владимир Зеленский', 'object': 'выборы', 'action': 'заявил, что готов всегда', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'выборы президента Украины в 2024 году', 'action': 'отменили', 'time': 'не указано.'}, {'subject': 'Владимир Зеленский', 'object': 'выборы', 'action': 'заявлял, что несвоевременны', 'time': 'не указано.'}, {'subject': 'Дональд Трамп', 'object': 'Владимир Зеленский', 'action': 'назвал ""диктатором без выборов""', 'time': 'февраль.'}, {'subject': 'Дональд Трамп', 'object': 'рейтинг Зеленского', 'action': 'заявил, что опустился до 4%', 'time': 'февраль.'}]"
"6.0";"chain_of_thought";"1.  
Субъект: Владимир Зеленский;  
Объект: президентские выборы на Украине;  
Действие: отменил;  
Время: ранее (до заявления во вторник).  

2.  
Субъект: Владимир Зеленский;  
Объект: президентские выборы;  
Действие: заявил о готовности к проведению;  
Время: во вторник.  

3.  
Субъект: Дональд Трамп;  
Объект: президентские выборы на Украине;  
Действие: заявил о необходимости проведения;  
Время: ранее (до заявления Зеленского во вторник).  

4.  
Субъект: Владимир Зеленский;  
Объект: выборы президента Украины;  
Действие: заявил о несвоевременности;  
Время: ранее (до заявления во вторник).  

5.  
Субъект: Дональд Трамп;  
Объект: Владимир Зеленский;  
Действие: назвал ""диктатором без выборов"";  
Время: февраль.  

6.  
Субъект: Дональд Трамп;  
Объект: рейтинг Зеленского;  
Действие: заявил о снижении до 4%;  
Время: февраль.  

7.  
Субъект: (не указан);  
Объект: выборы президента Украины в 2024 году;  
Действие: отменили;  
Время: 2024 год.  

8.  
Субъект: (не указан);  
Объект: срок полномочий Зеленского;  
Действие: истек;  
Время: 20 мая 2024 года.";"[{'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}]"
"7.0";"zero_shot";"субъект: Владимир Путин; объект: государственное машиностроительное конструкторское бюро ""Вымпел""; действие: поздравил с 70-летием, отметил вклад, подчеркнул достижения, выразил уверенность в развитии; время: не указано";"[{'subject': 'Владимир Путин', 'object': 'государственное машиностроительное конструкторское бюро ""Вымпел""', 'action': 'поздравил с 70-летием, отметил вклад, подчеркнул достижения, выразил уверенность в развитии', 'time': 'не указано'}]"
"7.0";"few_shot";"субъект: Владимир Путин; объект: государственное машиностроительное конструкторское бюро ""Вымпел""; действие: поздравил, отметил вклад, подчеркнул, выразил уверенность; время: не указано.";"[{'subject': 'Владимир Путин', 'object': 'государственное машиностроительное конструкторское бюро ""Вымпел""', 'action': 'поздравил, отметил вклад, подчеркнул, выразил уверенность', 'time': 'не указано.'}]"
"7.0";"chain_of_thought";"Субъект: Владимир Путин; объект: государственное машиностроительное конструкторское бюро ""Вымпел""; действие: поздравил с 70-летием; время: не указано.  
Субъект: Владимир Путин; объект: вклад бюро в отечественную оборонную промышленность и профессионализм сотрудников; действие: отметил; время: не указано.  
Субъект: Владимир Путин; объект: достижения бюро; действие: подчеркнул, что они являются результатом самоотверженного труда и инновационного подхода; время: не указано.  
Субъект: Владимир Путин; объект: дальнейшее развитие предприятия и его роль в обеспечении безопасности страны; действие: выразил уверенность; время: не указано.  
Субъект: Владимир Путин; объект: ""Вымпел""; действие: отметил, что бюро продолжает оставаться лидером в разработке современных вооружений и техники; время: не указано.  
Субъект: Владимир Путин; объект: коллектив предприятия; действие: отметил, что он вносит значительный вклад в укрепление обороноспособности России; время: не указано.";"[{'subject': 'не указано', 'object': 'государственное машиностроительное конструкторское бюро ""Вымпел""', 'action': 'поздравил с 70-летием', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'вклад бюро в отечественную оборонную промышленность и профессионализм сотрудников', 'action': 'отметил', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'достижения бюро', 'action': 'подчеркнул, что они являются результатом самоотверженного труда и инновационного подхода', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'дальнейшее развитие предприятия и его роль в обеспечении безопасности страны', 'action': 'выразил уверенность', 'time': 'не указано.'}, {'subject': 'не указано', 'object': '""Вымпел""', 'action': 'отметил, что бюро продолжает оставаться лидером в разработке современных вооружений и техники', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'коллектив предприятия', 'action': 'отметил, что он вносит значительный вклад в укрепление обороноспособности России', 'time': 'не указано.'}]"
"8.0";"zero_shot";"1.  
субъект: мошенники;  
объект: россияне;  
действие: отправка фальшивых ""новогодних открыток"" с вредоносным ПО;  
время: не указано.  

2.  
субъект: мошенники;  
объект: вредоносные файлы;  
действие: маскировка под изображения, анимации или видео;  
время: не указано.  

3.  
субъект: мошенники;  
объект: банковские приложения, пароли, личная информация;  
действие: кража данных, установка скрытого доступа к устройству, перехват переписки;  
время: после открытия файла.  

4.  
субъект: мошенники;  
объект: фальшивые поздравления;  
действие: использование нейросетей для генерации изображений, подделки аватаров, копирования аккаунтов;  
время: не указано.  

5.  
субъект: Антон Немкин;  
объект: граждане;  
действие: рекомендации по безопасности (не открывать файлы от неизвестных адресатов, проверять подозрительные сообщения, использовать антивирусы);  
время: не указано.";"[{'subject': 'мошенники', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'россияне', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'отправка фальшивых ""новогодних открыток"" с вредоносным ПО', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'мошенники', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'вредоносные файлы', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'маскировка под изображения, анимации или видео', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'мошенники', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'банковские приложения, пароли, личная информация', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'кража данных, установка скрытого доступа к устройству, перехват переписки', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'после открытия файла.'}, {'subject': 'мошенники', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'фальшивые поздравления', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'использование нейросетей для генерации изображений, подделки аватаров, копирования аккаунтов', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'Антон Немкин', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'граждане', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'рекомендации по безопасности (не открывать файлы от неизвестных адресатов, проверять подозрительные сообщения, использовать антивирусы)', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}]"
"8.0";"few_shot";"субъект: мошенники; объект: россияне (получатели фальшивых открыток); действие: рассылка вредоносных файлов; время: праздничный период (новогодние праздники).  

субъект: Антон Немкин; объект: граждане; действие: предупреждение о мошеннических схемах; время: не указано.  

субъект: злоумышленники; объект: банковские данные/личная информация; действие: кража данных через вредоносные файлы; время: не указано.  

субъект: антивирусные решения; объект: системы пользователей; действие: предотвращение заражения; время: не указано.";"[{'subject': 'мошенники', 'object': 'россияне (получатели фальшивых открыток)', 'action': 'рассылка вредоносных файлов', 'time': 'праздничный период (новогодние праздники).'}, {'subject': 'Антон Немкин', 'object': 'граждане', 'action': 'предупреждение о мошеннических схемах', 'time': 'не указано.'}, {'subject': 'злоумышленники', 'object': 'банковские данные/личная информация', 'action': 'кража данных через вредоносные файлы', 'time': 'не указано.'}, {'subject': 'антивирусные решения', 'object': 'системы пользователей', 'action': 'предотвращение заражения', 'time': 'не указано.'}]"
"8.0";"chain_of_thought";"1. Субъект: мошенники; объект: россияне; действие: начали отправлять фальшивые ""новогодние открытки"" с вредоносными файлами; время: праздничный период (новогодние праздники).  

2. Субъект: мошенники; объект: вредоносные файлы; действие: маскируют под изображения, анимации или видео; время: не указано (подразумевается текущий период).  

3. Субъект: мошенники; объект: банковские приложения, пароли, личная информация; действие: получают доступ после открытия файла; время: после открытия вложения.  

4. Субъект: мошенники; объект: фальшивые поздравления; действие: делают максимально правдоподобными с помощью нейросетей и подделки аккаунтов; время: не указано (актуально в текущий период).  

5. Субъект: Антон Немкин; объект: граждане; действие: советует не открывать подозрительные файлы и ссылки, проверять сообщения от знакомых, использовать антивирусы; время: в преддверии Нового года.";"[{'subject': 'не указано', 'object': 'россияне', 'action': 'начали отправлять фальшивые ""новогодние открытки"" с вредоносными файлами', 'time': 'праздничный период (новогодние праздники).'}, {'subject': 'не указано', 'object': 'вредоносные файлы', 'action': 'маскируют под изображения, анимации или видео', 'time': 'не указано (подразумевается текущий период).'}, {'subject': 'не указано', 'object': 'банковские приложения, пароли, личная информация', 'action': 'получают доступ после открытия файла', 'time': 'после открытия вложения.'}, {'subject': 'не указано', 'object': 'фальшивые поздравления', 'action': 'делают максимально правдоподобными с помощью нейросетей и подделки аккаунтов', 'time': 'не указано (актуально в текущий период).'}, {'subject': 'не указано', 'object': 'граждане', 'action': 'советует не открывать подозрительные файлы и ссылки, проверять сообщения от знакомых, использовать антивирусы', 'time': 'в преддверии Нового года.'}]"
"9.0";"zero_shot";"1. Субъект: Премьер-министр Финляндии Петтери Орпо; объект: создание особой экономической зоны; действие: высказался в поддержку; время: не указано.  
2. Субъект: рабочая группа по вопросам будущего Восточной Финляндии; объект: правительство Финляндии; действие: предложила изучить возможность создания особой экономической зоны; время: ноябрь 2024 года.  
3. Субъект: власти Финляндии; объект: граница с Россией; действие: закрыли; время: не указано (до дальнейшего уведомления).  
4. Субъект: Финляндия; объект: пересечение границы с Россией; действие: начала вводить ограничения; время: ноябрь 2023 года.  
5. Субъект: финские власти; объект: Россия; действие: обвиняли в целенаправленной отправке просителей убежища; время: не указано.  
6. Субъект: Мария Захарова (официальный представитель МИД РФ); объект: обвинения в адрес России; действие: отвергла; время: не указано.  
7. Субъект: Дмитрий Песков (пресс-секретарь президента России); объект: русофобская позиция властей Финляндии; действие: назвал вызывающей глубокое сожаление; время: не указано.";"[{'subject': 'не указано', 'object': 'создание особой экономической зоны', 'action': 'высказался в поддержку', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'правительство Финляндии', 'action': 'предложила изучить возможность создания особой экономической зоны', 'time': 'ноябрь 2024 года.'}, {'subject': 'не указано', 'object': 'граница с Россией', 'action': 'закрыли', 'time': 'не указано (до дальнейшего уведомления).'}, {'subject': 'не указано', 'object': 'пересечение границы с Россией', 'action': 'начала вводить ограничения', 'time': 'ноябрь 2023 года.'}, {'subject': 'не указано', 'object': 'Россия', 'action': 'обвиняли в целенаправленной отправке просителей убежища', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'обвинения в адрес России', 'action': 'отвергла', 'time': 'не указано.'}, {'subject': 'не указано', 'object': 'русофобская позиция властей Финляндии', 'action': 'назвал вызывающей глубокое сожаление', 'time': 'не указано.'}]"
"9.0";"few_shot";"субъект: Петтери Орпо; объект: создание особой экономической зоны в Иматре; действие: высказался в поддержку; время: не указано (ноябрь 2024 года упомянут как время предложения рабочей группы).  

субъект: рабочая группа по вопросам будущего Восточной Финляндии; объект: создание особой экономической зоны; действие: предложила изучить возможность; время: ноябрь 2024 года.  

субъект: власти Финляндии; объект: граница с Россией; действие: закрыли; время: ноябрь 2023 года (начало ограничений).  

субъект: Павел Кузнецов; объект: финский гостиничный бизнес; действие: заявил о проблемах; время: ранее (не указано).  

субъект: Мария Захарова; объект: обвинения в адрес России; действие: отвергла; время: не указано.  

субъект: Дмитрий Песков; объект: закрытие финских КПП; действие: выразил сожаление; время: не указано.";"[{'subject': 'Петтери Орпо', 'object': 'создание особой экономической зоны в Иматре', 'action': 'высказался в поддержку', 'time': 'не указано (ноябрь 2024 года упомянут как время предложения рабочей группы).'}, {'subject': 'рабочая группа по вопросам будущего Восточной Финляндии', 'object': 'создание особой экономической зоны', 'action': 'предложила изучить возможность', 'time': 'ноябрь 2024 года.'}, {'subject': 'власти Финляндии', 'object': 'граница с Россией', 'action': 'закрыли', 'time': 'ноябрь 2023 года (начало ограничений).'}, {'subject': 'Павел Кузнецов', 'object': 'финский гостиничный бизнес', 'action': 'заявил о проблемах', 'time': 'ранее (не указано).'}, {'subject': 'Мария Захарова', 'object': 'обвинения в адрес России', 'action': 'отвергла', 'time': 'не указано.'}, {'subject': 'Дмитрий Песков', 'object': 'закрытие финских КПП', 'action': 'выразил сожаление', 'time': 'не указано.'}]"
"9.0";"chain_of_thought";"### Шаг 1: Ключевые события в тексте:
1. Премьер-министр Финляндии Петтери Орпо высказался в поддержку создания особой экономической зоны в Иматре.
2. Рабочая группа предложила правительству изучить возможность создания особой экономической зоны.
3. Власти Финляндии закрыли границу с Россией.
4. Финские города начали испытывать экономические сложности из-за закрытия границы.
5. Посол России в Хельсинки Павел Кузнецов заявил о проблемах финского гостиничного бизнеса.
6. Финляндия начала вводить ограничения на пересечение границы с ноября 2023 года.
7. Финские власти обвинили Россию в отправке просителей убежища к границе.
8. Мария Захарова отвергла обвинения в адрес России.
9. Дмитрий Песков прокомментировал закрытие финских КПП.

### Шаг 2 и 3: Формат событий:

1. **Субъект:** Премьер-министр Финляндии Петтери Орпо;  
   **Объект:** Создание особой экономической зоны в Иматре;  
   **Действие:** Высказался в поддержку;  
   **Время:** Не указано (в тексте).  

2. **Субъект:** Рабочая группа по вопросам будущего Восточной Финляндии;  
   **Объект:** Возможность создания особой экономической зоны;  
   **Действие:** Предложила изучить;  
   **Время:** Ноябрь 2024 года.  

3. **Субъект:** Власти Финляндии;  
   **Объект:** Граница с Россией;  
   **Действие:** Закрыли;  
   **Время:** До дальнейшего уведомления.  

4. **Субъект:** Финские города;  
   **Объект:** Экономические сложности;  
   **Действие:** Начали испытывать";"[{'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}]"
"10.0";"zero_shot";"1.  
субъект: Петербургский суд;  
объект: гражданское дело о возврате квартиры;  
действие: прекратил производство;  
время: не указано.  

2.  
субъект: Маргарита;  
объект: Константин, квартира;  
действие: продала жилье;  
время: июль 2024 года.  

3.  
субъект: Маргарита;  
объект: правоохранительные органы, суд;  
действие: обратилась;  
время: не указано.  

4.  
субъект: стороны (Маргарита и Константин);  
объект: мировое соглашение;  
действие: заключили;  
время: не указано.  

5.  
субъект: Маргарита;  
объект: Константин;  
действие: обязалась вернуть сумму через аккредитив;  
время: не указано.  

6.  
субъект: Константин;  
объект: квартира;  
действие: освободить и передать;  
время: не указано.  

7.  
субъект: стороны (Маргарита и Константин);  
объект: судебные расходы;  
действие: договорились оставить;  
время: не указано.  

8.  
субъект: ГД;  
объект: сделки по схеме Долиной;  
действие: разработали меры борьбы;  
время: не указано.  

9.  
субъект: Долина;  
объект: квартира в центре Москвы;  
действие: продала под влиянием мошенников;  
время: лето прошлого года.  

10.  
субъект: аферисты;  
объект: Долина;  
действие: обрабатывали, уговорили перевести деньги;  
время: в течение четырех месяцев.  

11.  
субъект: правоохранительные органы;  
объект: уголовное дело;  
действие: возбудили;  
в";"[{'subject': 'Петербургский суд', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'гражданское дело о возврате квартиры', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'прекратил производство', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'Маргарита', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'Константин, квартира', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'продала жилье', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'июль 2024 года.'}, {'subject': 'Маргарита', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'правоохранительные органы, суд', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'обратилась', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'стороны (Маргарита и Константин)', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'мировое соглашение', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'заключили', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'Маргарита', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'Константин', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'обязалась вернуть сумму через аккредитив', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'Константин', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'квартира', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'освободить и передать', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'стороны (Маргарита и Константин)', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'судебные расходы', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'договорились оставить', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'ГД', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'сделки по схеме Долиной', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'разработали меры борьбы', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано.'}, {'subject': 'Долина', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'квартира в центре Москвы', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'продала под влиянием мошенников', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'лето прошлого года.'}, {'subject': 'аферисты', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'Долина', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'обрабатывали, уговорили перевести деньги', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'не указано', 'time': 'в течение четырех месяцев.'}, {'subject': 'правоохранительные органы', 'object': 'не указано', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'уголовное дело', 'action': 'не указано', 'time': 'не указано'}, {'subject': 'не указано', 'object': 'не указано', 'action': 'возбудили', 'time': 'не указано'}]"
"10.0";"few_shot";"субъект: Петербургский суд; объект: гражданское дело о возврате";"[{'subject': 'Петербургский суд', 'object': 'гражданское дело о возврате', 'action': 'не указано', 'time': 'не указано'}]"
